,zcta,population,sdi_score,black_score,hisp_score,top_deprived_quartile
581,02876,251,35.0,1.0,1.0,0.0
582,02878,15818,19.0,16.0,10.0,0.0
583,02879,20358,25.0,26.0,25.0,0.0
584,02881,7969,32.0,47.0,42.0,0.0
585,02882,13448,24.0,11.0,21.0,0.0
586,02885,10532,55.0,5.0,19.0,0.0
587,02886,28330,30.0,10.0,28.0,0.0
588,02888,20010,36.0,35.0,52.0,0.0
589,02889,27915,26.0,25.0,24.0,0.0
590,02891,21415,42.0,15.0,15.0,0.0
591,02892,4434,5.0,28.0,23.0,0.0
592,02893,29561,72.0,34.0,37.0,1.0
593,02894,755,30.0,1.0,1.0,0.0
594,02895,41213,87.0,55.0,64.0,1.0
595,02896,11908,18.0,8.0,8.0,0.0
596,02898,1406,21.0,5.0,6.0,0.0
597,02903,10440,86.0,64.0,71.0,1.0
598,02904,29467,80.0,71.0,75.0,1.0
599,02905,25635,93.0,73.0,88.0,1.0
600,02906,28648,46.0,54.0,41.0,0.0
601,02907,27568,99.0,81.0,93.0,1.0
602,02908,38132,92.0,77.0,84.0,1.0
603,02909,43243,99.0,68.0,94.0,1.0
604,02910,20613,53.0,50.0,62.0,0.0
605,02911,15754,46.0,44.0,52.0,0.0
606,02912,1538,2.0,51.0,64.0,0.0
607,02914,21971,85.0,66.0,50.0,1.0
608,02915,16515,50.0,37.0,18.0,0.0
609,02916,8656,27.0,48.0,38.0,0.0
610,02917,14017,11.0,21.0,23.0,0.0
611,02919,29122,38.0,31.0,44.0,0.0
612,02920,38117,64.0,53.0,66.0,1.0
613,02921,12217,6.0,36.0,20.0,0.0
614,03031,11291,1.0,12.0,20.0,0.0
615,03032,5141,1.0,1.0,13.0,0.0
616,03033,5100,2.0,1.0,2.0,0.0
617,03034,3948,8.0,15.0,2.0,0.0
618,03036,4825,8.0,8.0,16.0,0.0
619,03037,4314,3.0,1.0,5.0,0.0
620,03038,33561,30.0,22.0,16.0,0.0
621,03042,6636,17.0,10.0,2.0,0.0
622,03043,1482,6.0,12.0,17.0,0.0
623,03044,4319,2.0,23.0,13.0,0.0
624,03045,13634,16.0,15.0,13.0,0.0
625,03046,2791,2.0,9.0,4.0,0.0
626,03047,1641,14.0,5.0,11.0,0.0
627,03048,3411,32.0,1.0,6.0,0.0
628,03049,7733,3.0,9.0,10.0,0.0
629,03051,24780,13.0,21.0,19.0,0.0
630,03052,8268,12.0,6.0,20.0,0.0
631,03053,24237,4.0,13.0,29.0,0.0
632,03054,25595,5.0,9.0,20.0,0.0
633,03055,15150,20.0,11.0,21.0,0.0
634,03057,2704,7.0,1.0,9.0,0.0
635,03060,29886,83.0,42.0,70.0,1.0
636,03062,26885,13.0,29.0,41.0,0.0
637,03063,16026,30.0,24.0,46.0,0.0
638,03064,14313,61.0,38.0,65.0,1.0
639,03070,5342,1.0,1.0,5.0,0.0
640,03071,5157,10.0,1.0,8.0,0.0
641,03076,13113,11.0,13.0,15.0,0.0
642,03077,10375,31.0,30.0,29.0,0.0
643,03079,28853,14.0,13.0,38.0,0.0
644,03082,1664,7.0,11.0,11.0,0.0
645,03084,1489,10.0,1.0,20.0,0.0
646,03086,3757,5.0,11.0,8.0,0.0
647,03087,14104,4.0,10.0,9.0,0.0
648,03101,2722,84.0,64.0,59.0,1.0
649,03102,31433,71.0,45.0,44.0,1.0
650,03103,37219,81.0,52.0,64.0,1.0
651,03104,32832,58.0,47.0,41.0,0.0
652,03106,13765,7.0,18.0,38.0,0.0
653,03109,10202,4.0,40.0,23.0,0.0
654,03110,21659,2.0,22.0,9.0,0.0
655,03215,214,1.0,1.0,3.0,0.0
656,03216,2318,15.0,7.0,6.0,0.0
657,03217,2196,39.0,16.0,5.0,0.0
658,03218,1097,10.0,1.0,1.0,0.0
659,03220,7370,21.0,1.0,27.0,0.0
660,03221,2310,10.0,6.0,7.0,0.0
661,03222,5656,22.0,24.0,7.0,0.0
662,03223,3366,1.0,1.0,1.0,0.0
663,03224,2223,2.0,17.0,19.0,0.0
664,03225,3505,10.0,1.0,1.0,0.0
665,03226,1057,16.0,41.0,3.0,0.0
666,03227,1223,30.0,1.0,5.0,0.0
667,03229,5602,1.0,13.0,2.0,0.0
668,03230,1247,21.0,7.0,1.0,0.0
669,03231,223,1.0,1.0,1.0,0.0
670,03233,134,9.0,1.0,50.0,0.0
671,03234,4666,16.0,1.0,1.0,0.0
672,03235,8564,67.0,12.0,15.0,1.0
673,03237,2046,5.0,1.0,7.0,0.0
674,03238,105,33.0,1.0,39.0,0.0
675,03240,1192,18.0,1.0,3.0,0.0
676,03241,909,37.0,11.0,10.0,0.0
677,03242,4849,26.0,24.0,20.0,0.0
678,03243,1173,12.0,1.0,1.0,0.0
679,03244,8058,31.0,4.0,3.0,0.0
680,03245,2050,5.0,29.0,5.0,0.0
681,03246,16075,64.0,13.0,9.0,1.0
682,03249,7140,19.0,1.0,4.0,0.0
683,03251,1345,78.0,1.0,8.0,1.0
684,03253,6284,29.0,26.0,22.0,0.0
685,03254,4040,4.0,1.0,4.0,0.0
686,03255,1865,3.0,1.0,2.0,0.0
687,03256,2253,10.0,24.0,5.0,0.0
688,03257,4712,13.0,27.0,16.0,0.0
689,03258,2514,14.0,5.0,12.0,0.0
690,03259,336,1.0,65.0,1.0,0.0
691,03260,789,4.0,20.0,1.0,0.0
692,03261,4281,9.0,1.0,15.0,0.0
693,03262,969,16.0,1.0,11.0,0.0
694,03263,4084,69.0,28.0,5.0,1.0
695,03264,7370,54.0,15.0,29.0,0.0
696,03266,2280,28.0,6.0,10.0,0.0
697,03268,1237,1.0,1.0,3.0,0.0
698,03269,2981,1.0,5.0,18.0,0.0
699,03273,293,3.0,1.0,1.0,0.0
700,03275,11422,38.0,8.0,16.0,0.0
701,03276,8350,26.0,16.0,13.0,0.0
702,03278,2912,14.0,1.0,14.0,0.0
703,03279,768,42.0,1.0,9.0,0.0
704,03280,1104,4.0,19.0,17.0,0.0
705,03281,8883,2.0,7.0,8.0,0.0
706,03282,937,34.0,11.0,8.0,0.0
707,03284,1026,9.0,1.0,3.0,0.0
708,03285,2104,5.0,24.0,3.0,0.0
709,03287,1423,10.0,13.0,1.0,0.0
710,03290,4801,1.0,11.0,3.0,0.0
711,03291,26,1.0,1.0,1.0,0.0
712,03293,85,49.0,1.0,1.0,0.0
713,03301,32225,46.0,36.0,9.0,0.0
714,03303,16049,40.0,33.0,16.0,0.0
715,03304,7645,4.0,1.0,13.0,0.0
716,03307,5352,14.0,1.0,2.0,0.0
717,03431,25487,51.0,19.0,18.0,0.0
718,03440,2671,22.0,13.0,3.0,0.0
719,03441,605,32.0,1.0,31.0,0.0
720,03442,1424,19.0,24.0,12.0,0.0
721,03443,861,3.0,1.0,1.0,0.0
722,03444,1569,8.0,1.0,8.0,0.0
723,03445,672,18.0,1.0,14.0,0.0
724,03446,6149,41.0,1.0,19.0,0.0
725,03447,2507,10.0,1.0,1.0,0.0
726,03448,671,37.0,38.0,15.0,0.0
727,03449,1755,2.0,6.0,10.0,0.0
728,03450,933,7.0,1.0,24.0,0.0
729,03451,4011,41.0,1.0,16.0,0.0
730,03452,5371,37.0,1.0,3.0,0.0
731,03455,1801,30.0,6.0,7.0,0.0
732,03456,764,10.0,6.0,10.0,0.0
733,03457,671,10.0,1.0,4.0,0.0
734,03458,6771,14.0,10.0,5.0,0.0
735,03461,5907,12.0,38.0,3.0,0.0
736,03462,1681,15.0,1.0,16.0,0.0
737,03464,1127,1.0,47.0,3.0,0.0
738,03465,2352,45.0,36.0,6.0,0.0
739,03466,1075,1.0,1.0,1.0,0.0
740,03467,1877,5.0,9.0,1.0,0.0
741,03470,4674,52.0,5.0,4.0,0.0
742,03561,5943,74.0,11.0,12.0,1.0
743,03570,9580,76.0,50.0,21.0,1.0
744,03574,2551,65.0,1.0,3.0,1.0
745,03575,126,25.0,77.0,1.0,0.0
746,03576,3128,51.0,6.0,8.0,0.0
747,03579,464,33.0,1.0,12.0,0.0
748,03580,1359,5.0,13.0,19.0,0.0
749,03581,3110,22.0,1.0,12.0,0.0
750,03582,2542,50.0,13.0,3.0,0.0
751,03583,933,9.0,1.0,1.0,0.0
752,03584,3735,30.0,11.0,2.0,0.0
753,03585,2651,31.0,1.0,5.0,0.0
754,03586,648,1.0,1.0,21.0,0.0
755,03588,1665,14.0,5.0,8.0,0.0
756,03590,880,63.0,13.0,3.0,1.0
757,03592,1099,29.0,8.0,8.0,0.0
758,03593,371,3.0,1.0,5.0,0.0
759,03595,820,21.0,13.0,2.0,0.0
760,03597,374,27.0,27.0,1.0,0.0
761,03598,3112,47.0,11.0,9.0,0.0
762,03601,528,28.0,1.0,6.0,0.0
763,03602,2774,29.0,8.0,16.0,0.0
764,03603,5315,35.0,22.0,3.0,0.0
765,03604,379,50.0,1.0,1.0,0.0
766,03605,977,13.0,1.0,11.0,0.0
767,03607,384,16.0,1.0,8.0,0.0
768,03608,2299,3.0,1.0,19.0,0.0
769,03609,1033,35.0,1.0,1.0,0.0
770,03740,710,35.0,1.0,1.0,0.0
771,03741,4177,35.0,1.0,6.0,0.0
772,03743,13765,62.0,7.0,12.0,1.0
773,03745,1449,15.0,9.0,2.0,0.0
774,03746,221,16.0,1.0,1.0,0.0
775,03748,4593,16.0,1.0,10.0,0.0
776,03750,1187,18.0,1.0,8.0,0.0
777,03751,594,18.0,1.0,1.0,0.0
778,03752,770,49.0,1.0,25.0,0.0
779,03753,2966,3.0,13.0,14.0,0.0
780,03754,204,91.0,1.0,1.0,1.0
781,03755,10334,30.0,38.0,15.0,0.0
782,03765,471,6.0,1.0,1.0,0.0
783,03766,9523,40.0,1.0,40.0,0.0
784,03768,1716,1.0,1.0,19.0,0.0
785,03770,662,1.0,40.0,47.0,0.0
786,03771,899,4.0,18.0,3.0,0.0
787,03773,7557,40.0,4.0,6.0,0.0
788,03774,1716,15.0,7.0,7.0,0.0
789,03777,1507,7.0,1.0,10.0,0.0
790,03779,772,6.0,1.0,2.0,0.0
791,03780,418,7.0,1.0,5.0,0.0
792,03781,1714,8.0,1.0,5.0,0.0
793,03782,2950,11.0,1.0,6.0,0.0
794,03784,3926,60.0,33.0,34.0,0.0
795,03785,2817,66.0,18.0,8.0,1.0
796,03801,22163,23.0,30.0,23.0,0.0
797,03809,3702,18.0,32.0,1.0,0.0
798,03810,1593,1.0,1.0,1.0,0.0
799,03811,6796,1.0,1.0,23.0,0.0
800,03812,625,33.0,9.0,2.0,0.0
801,03813,3068,14.0,12.0,4.0,0.0
802,03814,2373,61.0,27.0,18.0,1.0
803,03816,1266,14.0,1.0,7.0,0.0
804,03817,484,70.0,1.0,1.0,1.0
805,03818,3701,49.0,19.0,1.0,0.0
806,03819,4446,13.0,7.0,14.0,0.0
807,03820,30560,46.0,21.0,13.0,0.0
808,03823,1832,5.0,6.0,1.0,0.0
809,03824,15669,41.0,14.0,16.0,0.0
810,03825,8710,6.0,1.0,20.0,0.0
811,03826,2385,15.0,1.0,33.0,0.0
812,03827,3365,2.0,5.0,11.0,0.0
813,03830,1922,19.0,1.0,1.0,0.0
814,03832,328,1.0,1.0,3.0,0.0
815,03833,21199,20.0,10.0,9.0,0.0
816,03835,6825,55.0,1.0,9.0,0.0
817,03836,1286,24.0,9.0,3.0,0.0
818,03837,1733,16.0,1.0,11.0,0.0
819,03838,885,12.0,1.0,1.0,0.0
820,03839,3965,58.0,1.0,9.0,0.0
821,03840,3895,1.0,6.0,7.0,0.0
822,03841,6317,4.0,8.0,16.0,0.0
823,03842,15060,8.0,13.0,5.0,0.0
824,03844,2320,5.0,8.0,1.0,0.0
825,03845,1324,24.0,1.0,1.0,0.0
826,03846,905,2.0,1.0,9.0,0.0
827,03847,283,1.0,1.0,1.0,0.0
828,03848,6077,17.0,1.0,9.0,0.0
829,03849,1344,5.0,26.0,3.0,0.0
830,03850,280,6.0,1.0,1.0,0.0
831,03851,3910,32.0,8.0,2.0,0.0
832,03852,696,13.0,1.0,1.0,0.0
833,03853,632,1.0,1.0,1.0,0.0
834,03854,974,3.0,1.0,45.0,0.0
835,03855,2653,5.0,1.0,3.0,0.0
836,03856,1618,1.0,9.0,7.0,0.0
837,03857,8937,49.0,21.0,29.0,0.0
838,03858,4752,16.0,22.0,34.0,0.0
839,03860,4294,46.0,9.0,13.0,0.0
840,03861,4363,2.0,1.0,8.0,0.0
841,03862,4361,2.0,21.0,20.0,0.0
842,03864,1591,22.0,1.0,18.0,0.0
843,03865,7601,14.0,7.0,10.0,0.0
844,03867,20713,54.0,17.0,17.0,0.0
845,03868,5315,42.0,15.0,3.0,0.0
846,03869,2462,23.0,36.0,22.0,0.0
847,03870,5306,2.0,9.0,7.0,0.0
848,03871,35,12.0,1.0,1.0,0.0
849,03872,3604,11.0,5.0,25.0,0.0
850,03873,5993,6.0,9.0,4.0,0.0
851,03874,8836,47.0,5.0,17.0,0.0
852,03875,1181,3.0,13.0,1.0,0.0
853,03878,11841,56.0,38.0,26.0,0.0
854,03882,1368,39.0,1.0,1.0,0.0
855,03883,127,1.0,1.0,1.0,0.0
856,03884,4036,2.0,18.0,39.0,0.0
857,03885,7149,1.0,4.0,6.0,0.0
858,03886,2180,17.0,1.0,1.0,0.0
859,03887,2041,35.0,8.0,4.0,0.0
860,03890,323,17.0,1.0,1.0,0.0
861,03894,6238,20.0,4.0,30.0,0.0
862,03901,7456,21.0,14.0,3.0,0.0
863,03902,2306,2.0,5.0,1.0,0.0
864,03903,6278,6.0,6.0,7.0,0.0
865,03904,7963,19.0,8.0,18.0,0.0
866,03905,1629,6.0,1.0,1.0,0.0
867,03906,4660,15.0,16.0,16.0,0.0
868,03907,1337,3.0,1.0,1.0,0.0
869,03908,7312,13.0,8.0,5.0,0.0
870,03909,9870,9.0,12.0,6.0,0.0
871,03910,437,16.0,1.0,1.0,0.0
872,03911,104,68.0,1.0,1.0,1.0
873,04001,2520,20.0,11.0,13.0,0.0
874,04002,7429,13.0,7.0,17.0,0.0
875,04003,468,14.0,1.0,21.0,0.0
876,04005,23093,62.0,9.0,21.0,1.0
877,04006,169,37.0,1.0,1.0,0.0
878,04008,2810,13.0,17.0,26.0,0.0
879,04009,5272,58.0,7.0,4.0,0.0
880,04010,1283,12.0,7.0,1.0,0.0
881,04011,20378,35.0,22.0,10.0,0.0
882,04015,3885,38.0,5.0,13.0,0.0
883,04017,470,9.0,1.0,5.0,0.0
884,04019,0,0.0,0.0,0.0,0.0
885,04020,1314,55.0,11.0,1.0,0.0
886,04021,6009,5.0,13.0,10.0,0.0
887,04022,1178,10.0,25.0,3.0,0.0
888,04024,610,4.0,9.0,1.0,0.0
889,04027,6094,33.0,8.0,1.0,0.0
890,04029,1651,14.0,1.0,3.0,0.0
891,04030,2774,18.0,15.0,1.0,0.0
892,04032,8127,9.0,22.0,16.0,0.0
893,04037,3773,21.0,10.0,2.0,0.0
894,04038,16834,4.0,20.0,5.0,0.0
895,04039,7658,29.0,10.0,5.0,0.0
896,04040,3173,27.0,13.0,2.0,0.0
897,04041,1787,32.0,27.0,1.0,0.0
898,04042,4377,12.0,5.0,5.0,0.0
899,04043,11051,9.0,7.0,2.0,0.0
900,04046,7662,8.0,36.0,10.0,0.0
901,04047,1622,60.0,21.0,18.0,0.0
902,04048,2944,27.0,14.0,2.0,0.0
903,04049,3706,26.0,1.0,15.0,0.0
904,04050,229,14.0,1.0,1.0,0.0
905,04051,1063,18.0,16.0,29.0,0.0
906,04055,3823,21.0,9.0,6.0,0.0
907,04056,345,62.0,1.0,1.0,1.0
908,04057,48,2.0,1.0,69.0,0.0
909,04061,2615,34.0,1.0,3.0,0.0
910,04062,17459,15.0,30.0,3.0,0.0
911,04063,438,29.0,1.0,1.0,0.0
912,04064,8259,46.0,33.0,17.0,0.0
913,04066,556,2.0,1.0,1.0,0.0
914,04068,1728,44.0,1.0,2.0,0.0
915,04069,1568,11.0,1.0,5.0,0.0
916,04071,4844,7.0,7.0,10.0,0.0
917,04072,18874,35.0,20.0,21.0,0.0
918,04073,16468,66.0,11.0,11.0,1.0
919,04074,19222,8.0,23.0,19.0,0.0
920,04076,2681,21.0,1.0,2.0,0.0
921,04079,3791,15.0,1.0,1.0,0.0
922,04083,4349,54.0,1.0,4.0,0.0
923,04084,8145,8.0,16.0,5.0,0.0
924,04085,1859,18.0,5.0,1.0,0.0
925,04086,8734,17.0,1.0,12.0,0.0
926,04087,2367,16.0,22.0,1.0,0.0
927,04088,1458,35.0,9.0,3.0,0.0
928,04090,9869,4.0,8.0,6.0,0.0
929,04091,808,22.0,1.0,1.0,0.0
930,04092,17754,64.0,39.0,29.0,1.0
931,04093,8106,17.0,41.0,21.0,0.0
932,04095,1204,13.0,1.0,32.0,0.0
933,04096,8467,12.0,10.0,6.0,0.0
934,04097,3676,3.0,4.0,3.0,0.0
935,04101,17073,87.0,71.0,30.0,1.0
936,04102,17781,70.0,58.0,26.0,1.0
937,04103,30591,44.0,55.0,18.0,0.0
938,04105,11587,4.0,18.0,14.0,0.0
939,04106,25565,46.0,17.0,13.0,0.0
940,04107,9022,2.0,22.0,4.0,0.0
941,04108,927,9.0,7.0,1.0,0.0
942,04109,118,19.0,1.0,1.0,0.0
943,04110,1445,3.0,1.0,27.0,0.0
944,04210,22916,67.0,20.0,11.0,1.0
945,04216,350,18.0,1.0,1.0,0.0
946,04217,2859,21.0,1.0,3.0,0.0
947,04219,1725,25.0,1.0,40.0,0.0
948,04220,3170,37.0,9.0,10.0,0.0
949,04221,959,48.0,1.0,1.0,0.0
950,04222,3902,8.0,6.0,1.0,0.0
951,04224,2831,56.0,8.0,22.0,0.0
952,04226,207,1.0,1.0,14.0,0.0
953,04227,62,12.0,1.0,1.0,0.0
954,04228,56,64.0,1.0,1.0,1.0
955,04231,318,21.0,1.0,1.0,0.0
956,04234,147,26.0,1.0,1.0,0.0
957,04236,4349,27.0,1.0,4.0,0.0
958,04237,172,7.0,1.0,1.0,0.0
959,04238,1564,36.0,26.0,11.0,0.0
960,04239,4812,20.0,1.0,7.0,0.0
961,04240,36356,81.0,39.0,21.0,1.0
962,04250,4163,34.0,6.0,3.0,0.0
963,04252,4732,26.0,9.0,4.0,0.0
964,04253,2028,34.0,1.0,4.0,0.0
965,04254,3093,71.0,1.0,8.0,1.0
966,04255,728,19.0,36.0,3.0,0.0
967,04256,2990,67.0,5.0,9.0,1.0
968,04257,2635,71.0,13.0,1.0,1.0
969,04258,2585,6.0,9.0,20.0,0.0
970,04259,2971,14.0,1.0,31.0,0.0
971,04260,5619,14.0,5.0,14.0,0.0
972,04261,422,23.0,1.0,1.0,0.0
973,04263,2030,24.0,1.0,4.0,0.0
974,04265,1151,45.0,1.0,16.0,0.0
975,04267,84,73.0,1.0,1.0,1.0
976,04268,4969,54.0,4.0,1.0,0.0
977,04270,6438,37.0,4.0,3.0,0.0
978,04271,0,0.0,0.0,0.0,0.0
979,04274,5492,25.0,7.0,3.0,0.0
980,04275,427,25.0,1.0,1.0,0.0
981,04276,5729,67.0,8.0,10.0,1.0
982,04280,6976,32.0,1.0,3.0,0.0
983,04281,5135,79.0,12.0,14.0,1.0
984,04282,5725,7.0,14.0,15.0,0.0
985,04284,1081,5.0,1.0,1.0,0.0
986,04285,443,5.0,1.0,1.0,0.0
987,04286,143,4.0,1.0,1.0,0.0
988,04287,3167,11.0,34.0,3.0,0.0
989,04289,1974,42.0,28.0,8.0,0.0
990,04290,1305,6.0,1.0,7.0,0.0
991,04292,1172,33.0,1.0,48.0,0.0
992,04294,4059,34.0,7.0,5.0,0.0
993,04330,25737,64.0,18.0,15.0,1.0
994,04342,1838,17.0,1.0,3.0,0.0
995,04343,44,1.0,1.0,1.0,0.0
996,04344,2805,58.0,1.0,14.0,0.0
997,04345,11451,37.0,6.0,10.0,0.0
998,04346,1792,45.0,1.0,5.0,0.0
999,04347,2471,41.0,1.0,1.0,0.0
1000,04348,3065,20.0,1.0,3.0,0.0
1001,04349,1140,20.0,1.0,1.0,0.0
1002,04350,3589,21.0,1.0,1.0,0.0
1003,04351,2557,12.0,11.0,1.0,0.0
1004,04352,1633,37.0,10.0,2.0,0.0
1005,04353,2375,28.0,1.0,10.0,0.0
1006,04354,1572,8.0,1.0,7.0,0.0
1007,04355,2556,3.0,16.0,4.0,0.0
1008,04357,3351,31.0,1.0,5.0,0.0
1009,04358,4251,26.0,29.0,4.0,0.0
1010,04359,506,30.0,1.0,71.0,0.0
1011,04360,517,23.0,1.0,27.0,0.0
1012,04363,2568,27.0,1.0,8.0,0.0
1013,04364,5941,24.0,1.0,10.0,0.0
1014,04401,45011,73.0,24.0,10.0,1.0
1015,04406,698,30.0,1.0,3.0,0.0
1016,04408,206,9.0,1.0,14.0,0.0
1017,04410,1144,37.0,22.0,12.0,0.0
1018,04411,1471,19.0,1.0,2.0,0.0
1019,04412,9341,29.0,13.0,1.0,0.0
1020,04413,194,58.0,1.0,1.0,0.0
1021,04414,1074,47.0,1.0,8.0,0.0
1022,04415,270,33.0,1.0,1.0,0.0
1023,04416,5477,37.0,6.0,2.0,0.0
1024,04417,271,42.0,1.0,7.0,0.0
1025,04418,1643,54.0,31.0,1.0,0.0
1026,04419,2791,20.0,1.0,1.0,0.0
1027,04421,1345,45.0,1.0,6.0,0.0
1028,04422,1280,26.0,7.0,18.0,0.0
1029,04424,649,60.0,1.0,2.0,0.0
1030,04426,4553,50.0,11.0,3.0,0.0
1031,04427,2785,29.0,16.0,3.0,0.0
1032,04428,3320,18.0,5.0,4.0,0.0
1033,04429,4627,8.0,32.0,18.0,0.0
1034,04430,1912,65.0,5.0,15.0,1.0
1035,04431,42,1.0,1.0,1.0,0.0
1036,04434,1309,43.0,19.0,16.0,0.0
1037,04435,1001,23.0,1.0,1.0,0.0
1038,04438,1097,43.0,12.0,1.0,0.0
1039,04441,2144,65.0,5.0,7.0,1.0
1040,04442,41,1.0,1.0,1.0,0.0
1041,04443,2470,65.0,26.0,20.0,1.0
1042,04444,8812,4.0,12.0,17.0,0.0
1043,04448,1624,56.0,1.0,1.0,0.0
1044,04449,1580,44.0,1.0,4.0,0.0
1045,04450,1122,23.0,1.0,15.0,0.0
1046,04451,181,32.0,1.0,1.0,0.0
1047,04453,680,42.0,1.0,1.0,0.0
1048,04454,30,35.0,1.0,1.0,0.0
1049,04455,961,32.0,40.0,12.0,0.0
1050,04456,2931,11.0,1.0,1.0,0.0
1051,04457,5824,77.0,4.0,2.0,1.0
1052,04459,847,58.0,1.0,13.0,0.0
1053,04460,1214,29.0,1.0,1.0,0.0
1054,04461,3043,33.0,15.0,3.0,0.0
1055,04462,4770,47.0,1.0,41.0,0.0
1056,04463,2848,77.0,1.0,6.0,1.0
1057,04464,632,25.0,1.0,12.0,0.0
1058,04468,9380,71.0,20.0,4.0,1.0
1059,04469,2660,2.0,51.0,20.0,0.0
1060,04471,655,32.0,20.0,2.0,0.0
1061,04472,2122,15.0,6.0,4.0,0.0
1062,04473,7957,58.0,9.0,7.0,0.0
1063,04474,3714,9.0,1.0,3.0,0.0
1064,04475,446,32.0,7.0,9.0,0.0
1065,04476,1272,33.0,1.0,1.0,0.0
1066,04478,312,3.0,1.0,1.0,0.0
1067,04479,1322,53.0,1.0,23.0,0.0
1068,04481,489,53.0,1.0,11.0,0.0
1069,04485,255,26.0,1.0,1.0,0.0
1070,04487,920,50.0,1.0,1.0,0.0
1071,04488,1220,24.0,1.0,1.0,0.0
1072,04489,326,2.0,1.0,1.0,0.0
1073,04490,260,56.0,1.0,1.0,0.0
1074,04491,125,33.0,1.0,1.0,0.0
1075,04492,189,60.0,1.0,1.0,0.0
1076,04493,1923,40.0,1.0,5.0,0.0
1077,04495,568,55.0,12.0,1.0,0.0
1078,04496,3787,8.0,9.0,1.0,0.0
1079,04497,390,65.0,12.0,1.0,1.0
1080,04530,10854,61.0,23.0,15.0,1.0
1081,04535,663,16.0,1.0,1.0,0.0
1082,04537,2020,24.0,1.0,13.0,0.0
1083,04538,1792,38.0,1.0,6.0,0.0
1084,04539,1145,5.0,1.0,40.0,0.0
1085,04541,132,1.0,1.0,1.0,0.0
1086,04543,2046,49.0,1.0,6.0,0.0
1087,04544,690,7.0,1.0,1.0,0.0
1088,04547,1046,12.0,1.0,4.0,0.0
1089,04548,1114,29.0,23.0,3.0,0.0
1090,04551,934,11.0,1.0,1.0,0.0
1091,04553,1804,17.0,15.0,3.0,0.0
1092,04554,908,27.0,1.0,1.0,0.0
1093,04555,1557,27.0,1.0,12.0,0.0
1094,04556,1102,18.0,15.0,1.0,0.0
1095,04558,252,16.0,1.0,1.0,0.0
1096,04562,1961,7.0,1.0,3.0,0.0
1097,04563,1481,27.0,1.0,3.0,0.0
1098,04564,291,7.0,1.0,1.0,0.0
1099,04568,469,37.0,1.0,12.0,0.0
1100,04570,0,0.0,0.0,0.0,0.0
1101,04571,385,2.0,1.0,1.0,0.0
1102,04572,5013,35.0,1.0,10.0,0.0
1103,04573,479,2.0,1.0,1.0,0.0
1104,04574,1420,34.0,18.0,3.0,0.0
1105,04575,63,1.0,27.0,11.0,0.0
1106,04576,630,19.0,1.0,1.0,0.0
1107,04578,4469,39.0,10.0,2.0,0.0
1108,04579,3064,8.0,1.0,1.0,0.0
1109,04605,13160,42.0,21.0,8.0,0.0
1110,04606,1094,27.0,1.0,11.0,0.0
1111,04607,1344,51.0,7.0,1.0,0.0
1112,04609,5296,48.0,10.0,23.0,0.0
1113,04611,413,22.0,1.0,10.0,0.0
1114,04612,450,47.0,1.0,1.0,0.0
1115,04613,141,19.0,1.0,1.0,0.0
1116,04614,2459,31.0,12.0,1.0,0.0
1117,04616,794,9.0,1.0,10.0,0.0
1118,04617,779,8.0,1.0,1.0,0.0
1119,04619,3038,77.0,6.0,10.0,1.0
1120,04622,1447,49.0,1.0,3.0,0.0
1121,04623,1092,36.0,1.0,23.0,0.0
1122,04624,120,18.0,1.0,1.0,0.0
1123,04625,49,38.0,1.0,1.0,0.0
1124,04626,493,25.0,30.0,9.0,0.0
1125,04627,1581,29.0,12.0,14.0,0.0
1126,04628,714,31.0,1.0,2.0,0.0
1127,04629,217,37.0,1.0,1.0,0.0
1128,04630,1413,45.0,1.0,5.0,0.0
1129,04631,1365,49.0,13.0,6.0,0.0
1130,04634,1840,51.0,1.0,3.0,0.0
1131,04635,42,1.0,1.0,1.0,0.0
1132,04637,126,1.0,1.0,1.0,0.0
1133,04640,2232,42.0,12.0,6.0,0.0
1134,04642,84,1.0,1.0,1.0,0.0
1135,04643,1004,29.0,7.0,33.0,0.0
1136,04644,0,0.0,0.0,0.0,0.0
1137,04645,63,35.0,1.0,1.0,0.0
1138,04646,84,28.0,1.0,1.0,0.0
1139,04648,458,39.0,11.0,7.0,0.0
1140,04649,1269,48.0,21.0,2.0,0.0
1141,04650,143,13.0,1.0,1.0,0.0
1142,04652,1828,61.0,1.0,7.0,1.0
1143,04653,474,34.0,1.0,45.0,0.0
1144,04654,3278,69.0,17.0,8.0,1.0
1145,04655,1178,16.0,25.0,7.0,0.0
1146,04657,304,17.0,1.0,1.0,0.0
1147,04658,1455,47.0,1.0,57.0,0.0
1148,04660,1288,2.0,7.0,2.0,0.0
1149,04662,650,9.0,1.0,1.0,0.0
1150,04664,1090,52.0,1.0,8.0,0.0
1151,04666,1134,38.0,1.0,2.0,0.0
1152,04667,1603,73.0,1.0,2.0,1.0
1153,04668,1697,89.0,5.0,5.0,1.0
1154,04669,192,3.0,1.0,1.0,0.0
1155,04671,509,17.0,1.0,1.0,0.0
1156,04673,174,19.0,39.0,1.0,0.0
1157,04674,636,16.0,16.0,5.0,0.0
1158,04675,401,2.0,7.0,18.0,0.0
1159,04676,1055,33.0,11.0,44.0,0.0
1160,04677,265,24.0,1.0,10.0,0.0
1161,04679,1848,28.0,1.0,26.0,0.0
